 ---  Reference Node Output Record  ---

Reference Node(s) (80,24,44:876527) (60,22,44:876221) (44,53,1:7480)
   Step      Node     Time       Timestep   Itr           T                      SG                    XLA                    RHOL                   RHOG                    PG                     PL                    RPL                    RPG                    IMA                    IMGA                   IMLA                   IMW                   PW1CW                  1QMRA                  1QMIA                  PW2CW                  2QMRA                  2QMIA                  PW3CW                  3QMRA                  3QMIA                  PW4CW                  4QMRA                  4QMIA                  PW5CW                  5QMRA                  5QMIA         
   1.400000E+01      25  876527   7.000000E+00       5   8.182500E+01   0.000000E+00   1.902062E-26   9.819152E+02   6.841410E+02   2.597597E+01   2.597597E+01   9.950000E-01   0.000000E+00   1.954824E+08   1.181807E+08   7.730173E+07   3.244646E+13   2.599784E+01   6.337618E+01   7.665978E+07   2.619843E+01   5.386975E+01   6.516081E+07   2.622611E+01   4.436332E+01   5.366184E+07   2.539369E+01  -1.536278E+01  -1.858281E+07   2.457153E+01  -1.537460E+01  -1.859694E+07  
   2.100000E+01      27    7480   7.000000E+00       8   8.403222E+01   0.000000E+00   0.000000E+00   9.808504E+02   6.818814E+02   2.668115E+01   2.668115E+01   9.950000E-01   0.000000E+00   2.932240E+08   1.808644E+08   1.123596E+08   3.244559E+13   2.599156E+01   6.337618E+01   1.149898E+08   2.618597E+01   5.386975E+01   9.774133E+07   2.623269E+01   4.436332E+01   8.049286E+07   2.539070E+01  -1.536276E+01  -2.787424E+07   2.455854E+01  -1.537467E+01  -2.789557E+07  
   2.100000E+01      27  876221   7.000000E+00       8   8.103277E+01   0.000000E+00   0.000000E+00   9.822810E+02   6.847464E+02   2.569568E+01   2.569568E+01   9.950000E-01   0.000000E+00   2.932240E+08   1.808644E+08   1.123596E+08   3.244559E+13   2.599156E+01   6.337618E+01   1.149898E+08   2.618597E+01   5.386975E+01   9.774133E+07   2.623269E+01   4.436332E+01   8.049286E+07   2.539070E+01  -1.536276E+01  -2.787424E+07   2.455854E+01  -1.537467E+01  -2.789557E+07  
   2.100000E+01      27  876527   7.000000E+00       8   8.182500E+01   0.000000E+00   8.299244E-25   9.819211E+02   6.843098E+02   2.599000E+01   2.599000E+01   9.950000E-01   0.000000E+00   2.932240E+08   1.808644E+08   1.123596E+08   3.244559E+13   2.599156E+01   6.337618E+01   1.149898E+08   2.618597E+01   5.386975E+01   9.774133E+07   2.623269E+01   4.436332E+01   8.049286E+07   2.539070E+01  -1.536276E+01  -2.787424E+07   2.455854E+01  -1.537467E+01  -2.789557E+07  
   2.800000E+01      28    7480   7.000000E+00       7   8.403222E+01   0.000000E+00   0.000000E+00   9.808504E+02   6.818817E+02   2.668118E+01   2.668118E+01   9.950000E-01   0.000000E+00   3.909651E+08   2.450641E+08   1.459009E+08   3.244492E+13   2.598612E+01   6.337618E+01   1.533196E+08   2.617510E+01   5.386975E+01   1.303217E+08   2.622622E+01   4.436332E+01   1.073237E+08   2.538956E+01  -1.536275E+01  -3.716561E+07   2.454809E+01  -1.537472E+01  -3.719418E+07  
   2.800000E+01      28  876221   7.000000E+00       7   8.103277E+01   0.000000E+00   0.000000E+00   9.822804E+02   6.847278E+02   2.569412E+01   2.569412E+01   9.950000E-01   0.000000E+00   3.909651E+08   2.450641E+08   1.459009E+08   3.244492E+13   2.598612E+01   6.337618E+01   1.533196E+08   2.617510E+01   5.386975E+01   1.303217E+08   2.622622E+01   4.436332E+01   1.073237E+08   2.538956E+01  -1.536275E+01  -3.716561E+07   2.454809E+01  -1.537472E+01  -3.719418E+07  
   2.800000E+01      28  876527   7.000000E+00       7   8.182500E+01   0.000000E+00   9.051080E-24   9.819266E+02   6.844623E+02   2.600267E+01   2.600267E+01   9.950000E-01   0.000000E+00   3.909651E+08   2.450641E+08   1.459009E+08   3.244492E+13   2.598612E+01   6.337618E+01   1.533196E+08   2.617510E+01   5.386975E+01   1.303217E+08   2.622622E+01   4.436332E+01   1.073237E+08   2.538956E+01  -1.536275E+01  -3.716561E+07   2.454809E+01  -1.537472E+01  -3.719418E+07  
   3.500000E+01      29    7480   7.000000E+00       7   8.403222E+01   0.000000E+00   0.000000E+00   9.808504E+02   6.818822E+02   2.668122E+01   2.668122E+01   9.950000E-01   0.000000E+00   4.887059E+08   3.132896E+08   1.754163E+08   3.244436E+13   2.599174E+01   6.337618E+01   1.916494E+08   2.615644E+01   5.386975E+01   1.629020E+08   2.623005E+01   4.436332E+01   1.341545E+08   2.538931E+01  -1.536275E+01  -4.645695E+07   2.453945E+01  -1.537475E+01  -4.649278E+07  
   3.500000E+01      29  876221   7.000000E+00       7   8.103277E+01   0.000000E+00   0.000000E+00   9.822800E+02   6.847180E+02   2.569330E+01   2.569330E+01   9.950000E-01   0.000000E+00   4.887059E+08   3.132896E+08   1.754163E+08   3.244436E+13   2.599174E+01   6.337618E+01   1.916494E+08   2.615644E+01   5.386975E+01   1.629020E+08   2.623005E+01   4.436332E+01   1.341545E+08   2.538931E+01  -1.536275E+01  -4.645695E+07   2.453945E+01  -1.537475E+01  -4.649278E+07  
   3.500000E+01      29  876527   7.000000E+00       7   8.182500E+01   0.000000E+00   6.724592E-23   9.819315E+02   6.846018E+02   2.601425E+01   2.601425E+01   9.950000E-01   0.000000E+00   4.887059E+08   3.132896E+08   1.754163E+08   3.244436E+13   2.599174E+01   6.337618E+01   1.916494E+08   2.615644E+01   5.386975E+01   1.629020E+08   2.623005E+01   4.436332E+01   1.341545E+08   2.538931E+01  -1.536275E+01  -4.645695E+07   2.453945E+01  -1.537475E+01  -4.649278E+07  
   4.200000E+01      30    7480   7.000000E+00       8   8.403222E+01   0.000000E+00   0.000000E+00   9.808504E+02   6.818827E+02   2.668126E+01   2.668126E+01   9.950000E-01   0.000000E+00   5.864474E+08   3.872830E+08   1.991645E+08   3.244387E+13   2.600488E+01   6.337618E+01   2.299794E+08   2.614108E+01   5.386975E+01   1.954825E+08   2.623379E+01   4.436332E+01   1.609856E+08   2.538952E+01  -1.536275E+01  -5.574837E+07   2.453219E+01  -1.537478E+01  -5.579148E+07  
   4.200000E+01      30  876221   7.000000E+00       8   8.103277E+01   0.000000E+00   0.000000E+00   9.822798E+02   6.847134E+02   2.569292E+01   2.569292E+01   9.950000E-01   0.000000E+00   5.864474E+08   3.872830E+08   1.991645E+08   3.244387E+13   2.600488E+01   6.337618E+01   2.299794E+08   2.614108E+01   5.386975E+01   1.954825E+08   2.623379E+01   4.436332E+01   1.609856E+08   2.538952E+01  -1.536275E+01  -5.574837E+07   2.453219E+01  -1.537478E+01  -5.579148E+07  
   4.200000E+01      30  876527   7.000000E+00       8   8.182500E+01   0.000000E+00   3.302712E-22   9.819358E+02   6.847239E+02   2.602440E+01   2.602440E+01   9.950000E-01   0.000000E+00   5.864474E+08   3.872830E+08   1.991645E+08   3.244387E+13   2.600488E+01   6.337618E+01   2.299794E+08   2.614108E+01   5.386975E+01   1.954825E+08   2.623379E+01   4.436332E+01   1.609856E+08   2.538952E+01  -1.536275E+01  -5.574837E+07   2.453219E+01  -1.537478E+01  -5.579148E+07  
   4.900000E+01      31    7480   7.000000E+00      10   8.403222E+01   0.000000E+00   0.000000E+00   9.808504E+02   6.818832E+02   2.668130E+01   2.668130E+01   9.950000E-01   0.000000E+00   6.841892E+08   4.634975E+08   2.206917E+08   3.244343E+13   2.601533E+01   6.337618E+01   2.683095E+08   2.612796E+01   5.386975E+01   2.280631E+08   2.623688E+01   4.436332E+01   1.878166E+08   2.538996E+01  -1.536275E+01  -6.503981E+07   2.452586E+01  -1.537480E+01  -6.509021E+07  
   4.900000E+01      31  876221   7.000000E+00      10   8.103277E+01   0.000000E+00   0.000000E+00   9.822798E+02   6.847116E+02   2.569276E+01   2.569276E+01   9.950000E-01   0.000000E+00   6.841892E+08   4.634975E+08   2.206917E+08   3.244343E+13   2.601533E+01   6.337618E+01   2.683095E+08   2.612796E+01   5.386975E+01   2.280631E+08   2.623688E+01   4.436332E+01   1.878166E+08   2.538996E+01  -1.536275E+01  -6.503981E+07   2.452586E+01  -1.537480E+01  -6.509021E+07  
   4.900000E+01      31  876527   7.000000E+00      10   8.182500E+01   0.000000E+00   1.077911E-21   9.819397E+02   6.848316E+02   2.603335E+01   2.603335E+01   9.950000E-01   0.000000E+00   6.841892E+08   4.634975E+08   2.206917E+08   3.244343E+13   2.601533E+01   6.337618E+01   2.683095E+08   2.612796E+01   5.386975E+01   2.280631E+08   2.623688E+01   4.436332E+01   1.878166E+08   2.538996E+01  -1.536275E+01  -6.503981E+07   2.452586E+01  -1.537480E+01  -6.509021E+07  
   5.600000E+01      31    7480   7.000000E+00      13   8.403222E+01   0.000000E+00   0.000000E+00   9.808504E+02   6.818836E+02   2.668133E+01   2.668133E+01   9.950000E-01   0.000000E+00   7.819307E+08   5.402649E+08   2.416659E+08   3.244304E+13   2.601910E+01   6.337618E+01   3.066395E+08   2.611578E+01   5.386975E+01   2.606436E+08   2.624097E+01   4.436332E+01   2.146477E+08   2.539058E+01  -1.536275E+01  -7.433123E+07   2.452044E+01  -1.537482E+01  -7.438893E+07  
   5.600000E+01      31  876221   7.000000E+00      13   8.103277E+01   0.000000E+00   0.000000E+00   9.822798E+02   6.847118E+02   2.569278E+01   2.569278E+01   9.950000E-01   0.000000E+00   7.819307E+08   5.402649E+08   2.416659E+08   3.244304E+13   2.601910E+01   6.337618E+01   3.066395E+08   2.611578E+01   5.386975E+01   2.606436E+08   2.624097E+01   4.436332E+01   2.146477E+08   2.539058E+01  -1.536275E+01  -7.433123E+07   2.452044E+01  -1.537482E+01  -7.438893E+07  
   5.600000E+01      31  876527   7.000000E+00      13   8.182500E+01   0.000000E+00   2.621873E-21   9.819430E+02   6.849246E+02   2.604107E+01   2.604107E+01   9.950000E-01   0.000000E+00   7.819307E+08   5.402649E+08   2.416659E+08   3.244304E+13   2.601910E+01   6.337618E+01   3.066395E+08   2.611578E+01   5.386975E+01   2.606436E+08   2.624097E+01   4.436332E+01   2.146477E+08   2.539058E+01  -1.536275E+01  -7.433123E+07   2.452044E+01  -1.537482E+01  -7.438893E+07  
   6.300000E+01      32    7480   7.000000E+00      13   8.403222E+01   0.000000E+00   0.000000E+00   9.808504E+02   6.818840E+02   2.668136E+01   2.668136E+01   9.950000E-01   0.000000E+00   8.796718E+08   6.171276E+08   2.625442E+08   3.244268E+13   2.602182E+01   6.337618E+01   3.449693E+08   2.610723E+01   5.386975E+01   2.932239E+08   2.624239E+01   4.436332E+01   2.414785E+08   2.539131E+01  -1.536276E+01  -8.362261E+07   2.451583E+01  -1.537483E+01  -8.368762E+07  
   6.300000E+01      32  876221   7.000000E+00      13   8.103277E+01   0.000000E+00   0.000000E+00   9.822799E+02   6.847135E+02   2.569293E+01   2.569293E+01   9.950000E-01   0.000000E+00   8.796718E+08   6.171276E+08   2.625442E+08   3.244268E+13   2.602182E+01   6.337618E+01   3.449693E+08   2.610723E+01   5.386975E+01   2.932239E+08   2.624239E+01   4.436332E+01   2.414785E+08   2.539131E+01  -1.536276E+01  -8.362261E+07   2.451583E+01  -1.537483E+01  -8.368762E+07  
   6.300000E+01      32  876527   7.000000E+00      13   8.182500E+01   0.000000E+00   6.992573E-21   9.819458E+02   6.850036E+02   2.604763E+01   2.604763E+01   9.950000E-01   0.000000E+00   8.796718E+08   6.171276E+08   2.625442E+08   3.244268E+13   2.602182E+01   6.337618E+01   3.449693E+08   2.610723E+01   5.386975E+01   2.932239E+08   2.624239E+01   4.436332E+01   2.414785E+08   2.539131E+01  -1.536276E+01  -8.362261E+07   2.451583E+01  -1.537483E+01  -8.368762E+07  
   7.000000E+01      32    7480   7.000000E+00      10   8.403222E+01   0.000000E+00   0.000000E+00   9.808505E+02   6.818844E+02   2.668139E+01   2.668139E+01   9.950000E-01   0.000000E+00   9.774126E+08   6.940398E+08   2.833729E+08   3.244233E+13   2.602400E+01   6.337618E+01   3.832991E+08   2.610056E+01   5.386975E+01   3.258042E+08   2.624245E+01   4.436332E+01   2.683094E+08   2.539209E+01  -1.536276E+01  -9.291397E+07   2.451164E+01  -1.537485E+01  -9.298629E+07  
   7.000000E+01      32  876221   7.000000E+00      10   8.103277E+01   0.000000E+00   0.000000E+00   9.822799E+02   6.847160E+02   2.569314E+01   2.569314E+01   9.950000E-01   0.000000E+00   9.774126E+08   6.940398E+08   2.833729E+08   3.244233E+13   2.602400E+01   6.337618E+01   3.832991E+08   2.610056E+01   5.386975E+01   3.258042E+08   2.624245E+01   4.436332E+01   2.683094E+08   2.539209E+01  -1.536276E+01  -9.291397E+07   2.451164E+01  -1.537485E+01  -9.298629E+07  
   7.000000E+01      32  876527   7.000000E+00      10   8.182500E+01   0.000000E+00   1.282671E-20   9.819483E+02   6.850754E+02   2.605360E+01   2.605360E+01   9.950000E-01   0.000000E+00   9.774126E+08   6.940398E+08   2.833729E+08   3.244233E+13   2.602400E+01   6.337618E+01   3.832991E+08   2.610056E+01   5.386975E+01   3.258042E+08   2.624245E+01   4.436332E+01   2.683094E+08   2.539209E+01  -1.536276E+01  -9.291397E+07   2.451164E+01  -1.537485E+01  -9.298629E+07  
   7.700000E+01      33    7480   7.000000E+00      10   8.403222E+01   0.000000E+00   0.000000E+00   9.808505E+02   6.818847E+02   2.668142E+01   2.668142E+01   9.950000E-01   0.000000E+00   1.075154E+09   7.697744E+08   3.053795E+08   3.244202E+13   2.602558E+01   6.337618E+01   4.216290E+08   2.609392E+01   5.386975E+01   3.583846E+08   2.624145E+01   4.436332E+01   2.951403E+08   2.539287E+01  -1.536276E+01  -1.022054E+08   2.450807E+01  -1.537486E+01  -1.022850E+08  
   7.700000E+01      33  876221   7.000000E+00      10   8.103277E+01   0.000000E+00   0.000000E+00   9.822801E+02   6.847191E+02   2.569339E+01   2.569339E+01   9.950000E-01   0.000000E+00   1.075154E+09   7.697744E+08   3.053795E+08   3.244202E+13   2.602558E+01   6.337618E+01   4.216290E+08   2.609392E+01   5.386975E+01   3.583846E+08   2.624145E+01   4.436332E+01   2.951403E+08   2.539287E+01  -1.536276E+01  -1.022054E+08   2.450807E+01  -1.537486E+01  -1.022850E+08  
   7.700000E+01      33  876527   7.000000E+00      10   8.182500E+01   0.000000E+00   2.596721E-20   9.819505E+02   6.851364E+02   2.605867E+01   2.605867E+01   9.950000E-01   0.000000E+00   1.075154E+09   7.697744E+08   3.053795E+08   3.244202E+13   2.602558E+01   6.337618E+01   4.216290E+08   2.609392E+01   5.386975E+01   3.583846E+08   2.624145E+01   4.436332E+01   2.951403E+08   2.539287E+01  -1.536276E+01  -1.022054E+08   2.450807E+01  -1.537486E+01  -1.022850E+08  
   8.400000E+01      33    7480   7.000000E+00      12   8.403222E+01   0.000000E+00   0.000000E+00   9.808505E+02   6.818851E+02   2.668145E+01   2.668145E+01   9.950000E-01   0.000000E+00   1.172896E+09   8.446279E+08   3.282677E+08   3.244172E+13   2.602671E+01   6.337618E+01   4.599591E+08   2.608729E+01   5.386975E+01   3.909652E+08   2.623966E+01   4.436332E+01   3.219713E+08   2.539365E+01  -1.536277E+01  -1.114968E+08   2.450496E+01  -1.537487E+01  -1.115838E+08  
   8.400000E+01      33  876221   7.000000E+00      12   8.103277E+01   0.000000E+00   0.000000E+00   9.822802E+02   6.847225E+02   2.569368E+01   2.569368E+01   9.950000E-01   0.000000E+00   1.172896E+09   8.446279E+08   3.282677E+08   3.244172E+13   2.602671E+01   6.337618E+01   4.599591E+08   2.608729E+01   5.386975E+01   3.909652E+08   2.623966E+01   4.436332E+01   3.219713E+08   2.539365E+01  -1.536277E+01  -1.114968E+08   2.450496E+01  -1.537487E+01  -1.115838E+08  
   8.400000E+01      33  876527   7.000000E+00      12   8.182500E+01   0.000000E+00   4.457596E-20   9.819524E+02   6.851892E+02   2.606305E+01   2.606305E+01   9.950000E-01   0.000000E+00   1.172896E+09   8.446279E+08   3.282677E+08   3.244172E+13   2.602671E+01   6.337618E+01   4.599591E+08   2.608729E+01   5.386975E+01   3.909652E+08   2.623966E+01   4.436332E+01   3.219713E+08   2.539365E+01  -1.536277E+01  -1.114968E+08   2.450496E+01  -1.537487E+01  -1.115838E+08  
   9.100000E+01      33    7480   7.000000E+00      13   8.403222E+01   0.000000E+00   0.000000E+00   9.808505E+02   6.818855E+02   2.668148E+01   2.668148E+01   9.950000E-01   0.000000E+00   1.270637E+09   9.194813E+08   3.511559E+08   3.244142E+13   2.602784E+01   6.337618E+01   4.982891E+08   2.608067E+01   5.386975E+01   4.235457E+08   2.623787E+01   4.436332E+01   3.488024E+08   2.539442E+01  -1.536277E+01  -1.207883E+08   2.450184E+01  -1.537489E+01  -1.208825E+08  
   9.100000E+01      33  876221   7.000000E+00      13   8.103277E+01   0.000000E+00   0.000000E+00   9.822803E+02   6.847260E+02   2.569397E+01   2.569397E+01   9.950000E-01   0.000000E+00   1.270637E+09   9.194813E+08   3.511559E+08   3.244142E+13   2.602784E+01   6.337618E+01   4.982891E+08   2.608067E+01   5.386975E+01   4.235457E+08   2.623787E+01   4.436332E+01   3.488024E+08   2.539442E+01  -1.536277E+01  -1.207883E+08   2.450184E+01  -1.537489E+01  -1.208825E+08  
   9.100000E+01      33  876527   7.000000E+00      13   8.182500E+01   0.000000E+00   6.318472E-20   9.819542E+02   6.852420E+02   2.606744E+01   2.606744E+01   9.950000E-01   0.000000E+00   1.270637E+09   9.194813E+08   3.511559E+08   3.244142E+13   2.602784E+01   6.337618E+01   4.982891E+08   2.608067E+01   5.386975E+01   4.235457E+08   2.623787E+01   4.436332E+01   3.488024E+08   2.539442E+01  -1.536277E+01  -1.207883E+08   2.450184E+01  -1.537489E+01  -1.208825E+08  
   9.800000E+01      34    7480   7.000000E+00      13   8.403222E+01   0.000000E+00   0.000000E+00   9.808505E+02   6.818860E+02   2.668152E+01   2.668152E+01   9.950000E-01   0.000000E+00   1.368378E+09   9.937271E+08   3.746507E+08   3.244115E+13   2.602612E+01   6.337618E+01   5.366188E+08   2.607464E+01   5.386975E+01   4.561259E+08   2.623908E+01   4.436332E+01   3.756331E+08   2.539513E+01  -1.536278E+01  -1.300796E+08   2.449960E+01  -1.537490E+01  -1.301812E+08  
   9.800000E+01      34  876221   7.000000E+00      13   8.103277E+01   0.000000E+00   0.000000E+00   9.822804E+02   6.847296E+02   2.569428E+01   2.569428E+01   9.950000E-01   0.000000E+00   1.368378E+09   9.937271E+08   3.746507E+08   3.244115E+13   2.602612E+01   6.337618E+01   5.366188E+08   2.607464E+01   5.386975E+01   4.561259E+08   2.623908E+01   4.436332E+01   3.756331E+08   2.539513E+01  -1.536278E+01  -1.300796E+08   2.449960E+01  -1.537490E+01  -1.301812E+08  
   9.800000E+01      34  876527   7.000000E+00      13   8.182500E+01   0.000000E+00   1.361114E-19   9.819557E+02   6.852839E+02   2.607092E+01   2.607092E+01   9.950000E-01   0.000000E+00   1.368378E+09   9.937271E+08   3.746507E+08   3.244115E+13   2.602612E+01   6.337618E+01   5.366188E+08   2.607464E+01   5.386975E+01   4.561259E+08   2.623908E+01   4.436332E+01   3.756331E+08   2.539513E+01  -1.536278E+01  -1.300796E+08   2.449960E+01  -1.537490E+01  -1.301812E+08  
   1.050000E+02      34    7480   7.000000E+00      12   8.403222E+01   0.000000E+00   0.000000E+00   9.808505E+02   6.818866E+02   2.668157E+01   2.668157E+01   9.950000E-01   0.000000E+00   1.466118E+09   1.067950E+09   3.981686E+08   3.244088E+13   2.602428E+01   6.337618E+01   5.749484E+08   2.606863E+01   5.386975E+01   4.887061E+08   2.624040E+01   4.436332E+01   4.024639E+08   2.539583E+01  -1.536278E+01  -1.393709E+08   2.449739E+01  -1.537491E+01  -1.394799E+08  
   1.050000E+02      34  876221   7.000000E+00      12   8.103277E+01   0.000000E+00   0.000000E+00   9.822806E+02   6.847333E+02   2.569459E+01   2.569459E+01   9.950000E-01   0.000000E+00   1.466118E+09   1.067950E+09   3.981686E+08   3.244088E+13   2.602428E+01   6.337618E+01   5.749484E+08   2.606863E+01   5.386975E+01   4.887061E+08   2.624040E+01   4.436332E+01   4.024639E+08   2.539583E+01  -1.536278E+01  -1.393709E+08   2.449739E+01  -1.537491E+01  -1.394799E+08  
   1.050000E+02      34  876527   7.000000E+00      12   8.182500E+01   0.000000E+00   2.111084E-19   9.819572E+02   6.853254E+02   2.607437E+01   2.607437E+01   9.950000E-01   0.000000E+00   1.466118E+09   1.067950E+09   3.981686E+08   3.244088E+13   2.602428E+01   6.337618E+01   5.749484E+08   2.606863E+01   5.386975E+01   4.887061E+08   2.624040E+01   4.436332E+01   4.024639E+08   2.539583E+01  -1.536278E+01  -1.393709E+08   2.449739E+01  -1.537491E+01  -1.394799E+08  
   1.120000E+02      34    7480   7.000000E+00      11   8.403222E+01   0.000000E+00   0.000000E+00   9.808506E+02   6.818871E+02   2.668161E+01   2.668161E+01   9.950000E-01   0.000000E+00   1.563859E+09   1.142172E+09   4.216866E+08   3.244062E+13   2.602245E+01   6.337618E+01   6.132780E+08   2.606262E+01   5.386975E+01   5.212863E+08   2.624172E+01   4.436332E+01   4.292946E+08   2.539653E+01  -1.536278E+01  -1.486623E+08   2.449519E+01  -1.537492E+01  -1.487786E+08  
   1.120000E+02      34  876221   7.000000E+00      11   8.103277E+01   0.000000E+00   0.000000E+00   9.822807E+02   6.847370E+02   2.569489E+01   2.569489E+01   9.950000E-01   0.000000E+00   1.563859E+09   1.142172E+09   4.216866E+08   3.244062E+13   2.602245E+01   6.337618E+01   6.132780E+08   2.606262E+01   5.386975E+01   5.212863E+08   2.624172E+01   4.436332E+01   4.292946E+08   2.539653E+01  -1.536278E+01  -1.486623E+08   2.449519E+01  -1.537492E+01  -1.487786E+08  
   1.120000E+02      34  876527   7.000000E+00      11   8.182500E+01   0.000000E+00   2.861054E-19   9.819587E+02   6.853669E+02   2.607781E+01   2.607781E+01   9.950000E-01   0.000000E+00   1.563859E+09   1.142172E+09   4.216866E+08   3.244062E+13   2.602245E+01   6.337618E+01   6.132780E+08   2.606262E+01   5.386975E+01   5.212863E+08   2.624172E+01   4.436332E+01   4.292946E+08   2.539653E+01  -1.536278E+01  -1.486623E+08   2.449519E+01  -1.537492E+01  -1.487786E+08  
   1.190000E+02      35    7480   7.000000E+00       9   8.403222E+01   0.000000E+00   0.000000E+00   9.808506E+02   6.818877E+02   2.668166E+01   2.668166E+01   9.950000E-01   0.000000E+00   1.661606E+09   1.220610E+09   4.409961E+08   3.244036E+13   2.602500E+01   6.337618E+01   6.516100E+08   2.605985E+01   5.386975E+01   5.538685E+08   2.624426E+01   4.436332E+01   4.561270E+08   2.539726E+01  -1.536279E+01  -1.579542E+08   2.449310E+01  -1.537493E+01  -1.580779E+08  
